City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
195,Port Blair,IN,2020-01-05 22:28:29,11.67,92.75,80.74,78,0,13.67,clear sky,0.0,0.0
196,Olinda,AU,2020-01-05 22:24:44,-37.84,145.39,57.0,100,90,4.7,light rain,0.0,0.0
197,Hithadhoo,MV,2020-01-05 22:27:59,-0.6,73.08,81.48,78,100,11.25,overcast clouds,0.0,0.0
198,Sinnar,IN,2020-01-05 22:28:30,19.85,74.0,59.22,52,0,5.14,clear sky,0.0,0.0
199,Avera,US,2020-01-05 22:28:30,33.19,-82.53,57.2,40,1,6.93,clear sky,0.0,0.0
200,Victoria,BN,2020-01-05 22:28:30,5.28,115.24,80.6,83,75,6.93,broken clouds,0.0,0.0
201,Hailar,CN,2020-01-05 22:28:30,49.2,119.7,11.48,91,100,2.28,light snow,0.0,0.13
202,Gobabis,NA,2020-01-05 22:28:31,-22.45,18.97,76.28,47,96,12.75,overcast clouds,0.0,0.0
203,Olafsvik,NA,2020-01-05 22:28:31,-22.45,18.97,76.28,47,96,12.75,overcast clouds,0.0,0.0
204,Issoire,FR,2020-01-05 22:28:31,45.54,3.25,32.0,95,0,9.17,clear sky,0.0,0.0
205,The Pas,CA,2020-01-05 22:26:08,53.82,-101.24,10.4,78,90,12.75,light snow,0.0,0.0
206,Yugorsk,RU,2020-01-05 22:28:31,61.32,63.33,16.34,94,100,4.45,overcast clouds,0.0,0.0
207,Narsaq,GL,2020-01-05 22:28:32,60.91,-46.05,19.4,52,40,12.75,scattered clouds,0.0,0.0
208,Gat,SN,2020-01-05 22:28:32,14.69,-16.54,75.2,27,0,10.58,clear sky,0.0,0.0
209,Airai,TL,2020-01-05 22:28:32,-8.93,125.41,69.42,84,100,5.26,overcast clouds,0.0,0.0
210,Naze,NG,2020-01-05 22:28:32,5.43,7.07,75.2,73,82,4.21,dust,0.0,0.0
211,Teya,MX,2020-01-05 22:28:32,21.05,-89.07,77.0,57,75,9.17,broken clouds,0.0,0.0
212,Ahuimanu,US,2020-01-05 22:28:33,21.44,-157.84,80.6,69,75,12.75,broken clouds,0.0,0.0
213,Tuatapere,NZ,2020-01-05 22:24:18,-46.13,167.69,50.0,76,100,25.99,light rain,2.13,0.0
214,Gornopravdinsk,RU,2020-01-05 22:28:33,60.06,69.92,23.05,95,98,7.54,light snow,0.0,0.19
215,Qaanaaq,GL,2020-01-05 22:28:33,77.48,-69.36,-25.65,47,0,4.12,clear sky,0.0,0.0
216,Kandrian,PG,2020-01-05 22:28:33,-6.21,149.55,76.44,90,94,1.59,overcast clouds,0.0,0.0
